#name	ftp_path	organism	assembly_level
A_fis_NRRL_181	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/645/GCF_000149645.1_ASM14964v1	Aspergillus fischeri	Scaffold
A_fla_AF70	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/835/GCA_000952835.1_ASM95283v1	Aspergillus flavus	Contig
A_fla_NRRL3357	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/275/GCF_000006275.2_JCVI-afl1-v2.0	Aspergillus flavus	Scaffold
A_fum_A1163	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/145/GCA_000150145.1_ASM15014v1	Aspergillus fumigatus	Scaffold
A_fum_Af10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/625/GCA_000225625.2_ASPER001	Aspergillus fumigatus	Contig
A_fum_AF210	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/645/GCA_000225645.2_CA_ASPER002	Aspergillus fumigatus	Contig
A_fum_Af293	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/655/GCF_000002655.1_ASM265v1	Aspergillus fumigatus	Chromosome
A_fum_var_fumigatus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/455/GCA_001599455.1_JCM_10253_assembly_v001	Aspergillus fumigatus	Scaffold
A_fum_var_RP_2014	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/731/615/GCA_000731615.1_AspFumNiv1.0	Aspergillus fumigatus	Scaffold
A_fum_Z5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/325/GCA_001029325.1_ASM102932v1	Aspergillus fumigatus	Scaffold
A_gla_CBS_516_65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/805/GCF_001890805.1_Aspgl1	Aspergillus glaucus	Scaffold
A_het_CBS_117_55	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/545/GCF_003184545.1_Asphet1	Aspergillus heteromorphus	Contig
A_hom_CBS_101889	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/865/GCF_003184865.1_Asphom1	Aspergillus homomorphus	Scaffold
A_ibe_CBS_121593	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/845/GCF_003184845.1_Aspibe1	Aspergillus ibericus	Scaffold
A_indo_CBS_114_80	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/184/685/GCA_003184685.1_Aspind1	Aspergillus indologenus	Scaffold
A_jap_CBS_114_51	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/785/GCF_003184785.1_Aspjap1	Aspergillus japonicus	Scaffold
A_kaw_IFO_4308	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/835/GCA_000239835.2_Akaw_assembly01	Aspergillus kawachii	Scaffold
A_luc_CBS_106_47	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/685/GCA_001890685.1_Aspfo1	Aspergillus luchuensis	Scaffold
A_neon_CBS_115656	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/625/GCF_003184625.1_Aspneo1	Aspergillus neoniger	Scaffold
A_nid_FGSC_A4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/205/GCF_000149205.2_ASM14920v2	Aspergillus nidulans	Scaffold
A_nig_ATCC_1015	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/395/GCA_000230395.2_ASPNI_v3.0	Aspergillus niger	Contig
A_nig_ATCC_13496	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/344/705/GCA_003344705.1_Aspni_bvT_1	Aspergillus niger	Scaffold
A_nig_CBS_101883	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/595/GCF_003184595.1_Asplac1	Aspergillus niger	Scaffold
A_nig_CBS_513_88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/855/GCF_000002855.3_ASM285v2	Aspergillus niger	Scaffold
A_nig_SH_2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/633/045/GCA_000633045.1_AspAngSh2	Aspergillus niger	Scaffold
A_nom_NRRL_13137	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/204/775/GCF_001204775.1_ASM120477v1	Aspergillus nomius	Contig
A_nov_IBT_16806	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/465/GCF_002847465.1_Aspnov1	Aspergillus novofumigatus	Contig
A_och_IBT_24754	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/846/915/GCA_002846915.2_Aspergillus_ochraceoroseus_IBT_24754_v1.1	Aspergillus ochraceoroseus	Contig
A_ory_100_8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/691/885/GCA_000691885.1_Aspergillus_oryzae_100-8	Aspergillus oryzae	Contig
A_ory_3_042	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/785/GCA_000269785.2_AspOry3042	Aspergillus oryzae	Contig
A_ory_AS_3_863	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/278/425/GCA_000278425.1_AspOryAS3863	Aspergillus oryzae	Contig
A_ory_AS_3_951	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/278/405/GCA_000278405.1_AspOryAS3951	Aspergillus oryzae	Contig
A_ory_RIB326	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/905/GCA_000320905.1_AO_RIB326_denovo_1.0	Aspergillus oryzae	Contig
A_ory_RIB40	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/455/GCF_000184455.2_ASM18445v3	Aspergillus oryzae	Chromosome
A_paras_SU_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/731/695/GCA_000731695.1_ASM73169v1	Aspergillus parasiticus	Contig
A_pho_ATCC_13157	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/344/505/GCA_003344505.1_Aspph1	Aspergillus phoenicis	Scaffold
A_pip_CBS_112811	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/755/GCF_003184755.1_Asppip1	Aspergillus piperis	Scaffold
A_ruber_CBS_135680	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/275/GCA_000600275.1_Eurhe1	Aspergillus ruber	Scaffold
A_sac_JOP_1030_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/585/GCF_003184585.1_Aspsac1	Aspergillus saccharolyticus	Scaffold
A_sclerotii_CBS_121057	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/184/635/GCA_003184635.1_Aspscle1	Aspergillus sclerotiicarbonarius	Scaffold
A_sclerotio_CBS_115572	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/525/GCF_003184525.1_Aspscl1	Aspergillus sclerotioniger	Contig
A_soj_NBRC_4239	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/655/GCA_000226655.1_AsojaeNBRC4239_1.0	Aspergillus sojae	Scaffold
A_ste_IBT_23096	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/849/105/GCF_002849105.1_Aspste1	Aspergillus steynii	Contig
A_syd_CBS_593_65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/705/GCA_001890705.1_Aspsy1	Aspergillus sydowii	Scaffold
A_ter_NIH2624	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/615/GCF_000149615.1_ASM14961v1	Aspergillus terreus	Scaffold
A_tub_CBS_134_48	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/745/GCA_001890745.1_Asptu1	Aspergillus tubingensis	Scaffold
A_uva_CBS_121591	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/745/GCF_003184745.1_Aspuva1	Aspergillus uvarum	Scaffold
A_vad_CBS_113365	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/925/GCF_003184925.1_Aspvad1	Aspergillus vadensis	Scaffold
A_vers_CBS_583_65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/125/GCA_001890125.1_Aspve1	Aspergillus versicolor	Scaffold
A_vio_CBS_115571	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/184/705/GCA_003184705.1_Aspvio1	Aspergillus violaceofuscus	Scaffold
A_wen_DTO_134E9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/725/GCA_001890725.1_Aspwe1	Aspergillus wentii	Scaffold
B_der_ATCC_18187	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/301/155/GCA_000301155.1_BD_ATCC18187_V1	Blastomyces dermatitidis	Scaffold
B_der_ATCC_18188	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/595/GCA_000151595.1_BD_ATCC18188_V1	Blastomyces dermatitidis	Scaffold
B_der_ATCC_26199	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/155/GCA_000166155.1_BD_ATCC26199_V2	Blastomyces dermatitidis	Scaffold
B_der_ER_3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/525/GCA_000003525.2_BD_ER3_V1	Blastomyces dermatitidis	Scaffold
B_gil_SLH14081	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/855/GCF_000003855.2_BD_SLH14081_V1	Blastomyces gilchristii	Scaffold
Ca_alb_12C	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/845/GCA_000773845.1_Cand_albi_12C_V2	Candida albicans	Scaffold
Ca_alb_19F	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/445/GCA_000775445.1_Cand_albi_19F_V2	Candida albicans	Scaffold
Ca_alb_3153A	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/595/GCA_000447595.1_Cand_albi_3153A_V1	Candida albicans	Scaffold
Ca_alb_A123	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/455/GCA_000447455.1_Cand_albi_A123_V1	Candida albicans	Scaffold
Ca_alb_A155	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/615/GCA_000447615.1_Cand_albi_A155_V1	Candida albicans	Scaffold
Ca_alb_A20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/575/GCA_000447575.1_Cand_albi_A20_V1	Candida albicans	Scaffold
Ca_alb_A203	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/495/GCA_000447495.1_Cand_albi_A203_V1	Candida albicans	Scaffold
Ca_alb_A48	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/535/GCA_000447535.1_Cand_albi_A48_V1	Candida albicans	Scaffold
Ca_alb_A67	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/515/GCA_000447515.1_Cand_albi_A67_V1	Candida albicans	Scaffold
Ca_alb_A84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/635/GCA_000447635.1_Cand_albi_A84_V1	Candida albicans	Scaffold
Ca_alb_A92	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/475/GCA_000447475.1_Cand_albi_A92_V1	Candida albicans	Scaffold
Ca_alb_Ca529L	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/691/765/GCA_000691765.2_Cand_albi_Ca529L_V1	Candida albicans	Scaffold
Ca_alb_Ca6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/695/GCA_000784695.1_Cand_albi_Ca6_V2	Candida albicans	Scaffold
Ca_alb_CHN1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/555/GCA_000447555.1_Cand_albi_CHN1_V1	Candida albicans	Scaffold
Ca_alb_GC75	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/735/GCA_000773735.1_Cand_albi_GC75_V1	Candida albicans	Scaffold
Ca_alb_L26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/455/GCA_000775455.1_Cand_albi_L26_V2	Candida albicans	Scaffold
Ca_alb_P34048	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/465/GCA_000775465.1_Cand_albi_P34048_V1	Candida albicans	Scaffold
Ca_alb_P37005	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/745/GCA_000773745.1_Cand_albi_P37005_V2	Candida albicans	Scaffold
Ca_alb_P37037	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/825/GCA_000773825.1_Cand_albi_P37037_V1	Candida albicans	Scaffold
Ca_alb_P37039	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/515/GCA_000784515.1_Cand_albi_P37039_V1	Candida albicans	Scaffold
Ca_alb_P57055	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/505/GCA_000775505.1_Cand_albi_P57055_V1	Candida albicans	Scaffold
Ca_alb_P57072	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/805/GCA_000773805.1_Cand_albi_P57072_V1	Candida albicans	Scaffold
Ca_alb_P60002	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/525/GCA_000784525.1_Cand_albi_P60002_V1	Candida albicans	Scaffold
Ca_alb_P75010	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/575/GCA_000784575.1_Cand_albi_P75010_V1	Candida albicans	Scaffold
Ca_alb_P75016	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/595/GCA_000784595.1_Cand_albi_P75016_V1	Candida albicans	Scaffold
Ca_alb_P75063	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/525/GCA_000775525.1_Cand_albi_P75063_V1	Candida albicans	Scaffold
Ca_alb_P76055	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/505/GCA_000784505.1_Cand_albi_P76055_V1	Candida albicans	Scaffold
Ca_alb_P76067	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/495/GCA_000784495.1_Cand_albi_P76067_V1	Candida albicans	Scaffold
Ca_alb_P78042	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/615/GCA_000784615.1_Cand_albi_P78042_V1	Candida albicans	Scaffold
Ca_alb_P78048	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/725/GCA_000773725.1_Cand_albi_P78048_V1	Candida albicans	Scaffold
Ca_alb_P87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/774/085/GCA_000774085.1_Cand_albi_P87_V2	Candida albicans	Scaffold
Ca_alb_P94015	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/773/755/GCA_000773755.1_Cand_albi_P94015_V1	Candida albicans	Scaffold
Ca_alb_SC5314	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/965/GCF_000182965.3_ASM18296v3	Candida albicans	Chromosome
Ca_alb_WO_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/445/GCA_000149445.2_ASM14944v2	Candida albicans	Chromosome
Ca_dub_CD36	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/945/GCF_000026945.1_ASM2694v1	Candida dubliniensis	Complete Genome
Ca_mal_Xu316	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/705/GCA_000344705.1_Cmaltosa_v01	Candida maltosa	Contig
Ca_ort_AY2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/155/GCA_000304155.1_ASM30415v1	Candida orthopsilosis	Contig
Ca_ort_Co_90_125	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/875/GCF_000315875.1_ASM31587v1	Candida orthopsilosis	Chromosome
Ca_tro_MYA_3404	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/335/GCF_000006335.3_ASM633v3	Candida tropicalis	Scaffold
Coc_imm_H538_4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/815/GCA_000149815.1_ASM14981v1	Coccidioides immitis	Scaffold
Coc_imm_RMSCC_2394	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/895/GCA_000149895.1_ASM14989v1	Coccidioides immitis	Scaffold
Coc_imm_RMSCC_3703	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/085/GCA_000150085.1_ASM15008v1	Coccidioides immitis	Scaffold
Coc_imm_RS	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/335/GCF_000149335.2_ASM14933v2	Coccidioides immitis	Scaffold
Coc_pos_C735_delta_SOWgp	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/335/GCF_000151335.2_JCVI-cpa1-1.0	Coccidioides posadasii	Contig
Coc_pos_CPA_0001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/245/GCA_000150245.1_ASM15024v1	Coccidioides posadasii	Scaffold
Coc_pos_CPA_0020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/615/GCA_000150615.1_ASM15061v1	Coccidioides posadasii	Scaffold
Coc_pos_CPA_0066	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/645/GCA_000150645.1_ASM15064v1	Coccidioides posadasii	Scaffold
Coc_pos_RMSCC_1037	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/555/GCA_000150555.1_ASM15055v1	Coccidioides posadasii	Scaffold
Coc_pos_RMSCC_1038	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/585/GCA_000150585.1_ASM15058v1	Coccidioides posadasii	Scaffold
Coc_pos_RMSCC_2133	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/185/GCA_000150185.1_ASM15018v1	Coccidioides posadasii	Scaffold
Coc_pos_RMSCC_3488	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/055/GCA_000150055.1_ASM15005v1	Coccidioides posadasii	Scaffold
Coc_pos_RMSCC_3700	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/215/GCA_000150215.1_ASM15021v1	Coccidioides posadasii	Scaffold
Coc_pos_Silveira	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/170/175/GCA_000170175.2_CPS2	Coccidioides posadasii	Scaffold
Col_fio_PJ7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/582/985/GCA_000582985.1_CFIO01	Colletotrichum fioriniae	Scaffold
Col_fru_Nara_gc5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/635/GCA_000319635.1_RPSC_Cfru_v1.0	Colletotrichum fructicola	Scaffold
Col_gloe_Cg_14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/446/055/GCA_000446055.1_Colletotrichum_gloeosporioides1	Colletotrichum gloeosporioides	Contig
Col_graminic_M1_001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/035/GCF_000149035.1_C_graminicola_M1_001_V1	Colletotrichum graminicola	Scaffold
Col_hig_IMI_349063	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/515/GCF_001672515.1_ASM167251v1	Colletotrichum higginsianum	Chromosome
Col_nym_SA_01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/115/GCA_001563115.1_CNYM01	Colletotrichum nymphaeae	Scaffold
Col_orb_MAFF_240422	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/065/GCA_000350065.2_KSG_Corb_v2	Colletotrichum orbiculare	Scaffold
Cr_amy_CBS_6039	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/205/GCF_001720205.1_Cryp_amyl_CBS6039_V3	Cryptococcus amylolentus	Scaffold
Cr_amy_CBS_6273	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/235/GCA_001720235.1_Cryp_amyl_CBS6273_V2	Cryptococcus amylolentus	Scaffold
Cr_gattii_CA1014	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/795/GCA_000875795.1_Cryp_gatt_CA1014_V1	Cryptococcus gattii VGII	Scaffold
Cr_gattii_2001_935_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/815/GCA_000835815.1_Cryp_gatt_2001_935-1_V1	Cryptococcus gattii VGII	Scaffold
Cr_gattii_99_473	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/455/GCA_000836455.1_Cryp_gatt_99_473_V1	Cryptococcus gattii VGII	Scaffold
Cr_gattii_CBS_10090	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/765/GCA_000835765.1_Cryp_gatt_CBS10090_V1	Cryptococcus gattii VGII	Scaffold
Cr_gattii_CBS_7750	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/585/GCA_000499585.1_CBS7750	Cryptococcus gattii VGII	Scaffold
Cr_gattii_CA1280	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/335/GCA_000836335.1_Cryp_gatt_CA1280_V1	Cryptococcus gattii VGIII	Scaffold
Cr_gattii_CA1873	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/855/695/GCA_000855695.1_Cryp_gatt_CA1873_V1	Cryptococcus gattii VGIII	Scaffold
Cr_dep_CBS_7841	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/195/GCA_001720195.1_Filo_depa_CBS7841_V1	Cryptococcus depauperatus	Scaffold
Cr_dep_CBS_7855	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/245/GCA_001720245.1_Filo_depa_CBS7855_V2	Cryptococcus depauperatus	Scaffold
Cr_gattii_E566	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/815/GCA_000875815.1_Cryp_gatt_E566_V1	Cryptococcus gattii VGI	Scaffold
Cr_gattii_EJB2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/745/GCA_000835745.1_Cryp_gatt_EJB2_V1	Cryptococcus gattii VGI	Scaffold
Cr_gattii_NT_10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/935/105/GCA_000935105.1_Cryp_gatt_NT-10_V1	Cryptococcus gattii VGI	Scaffold
Cr_gattii_Ru294	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/355/GCA_000836355.1_Cryp_gatt_Ru294_V1	Cryptococcus gattii VGI	Scaffold
Cr_gattii_WM276	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/945/GCF_000185945.1_ASM18594v1	Cryptococcus gattii VGI	Chromosome
Cr_gattii_IND107	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/755/GCA_000835755.1_Cryp_gatt_IND107_V2	Cryptococcus gattii VGIV	Scaffold
Cr_gattii_LA55	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/315/GCA_000836315.1_Cryp_gatt_LA55_V1	Cryptococcus gattii VGII	Scaffold
Cr_gattii_MMRL2647	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/855/GCA_000875855.1_Cryp_gatt_MMRL2647_V2	Cryptococcus gattii VGII	Scaffold
Cr_gattii_R265	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/475/GCA_000149475.3_CNB2	Cryptococcus gattii VGII	Scaffold
Cr_gattii_Ram5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/375/GCA_000836375.1_Cryp_gatt_Ram5_V1	Cryptococcus gattii VGII	Scaffold
Cr_neof_grubii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/725/GCA_002216725.1_ASM221672v1	Cryptococcus neoformans	Chromosome
Cr_neof_grubii_125_91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/885/GCA_002215885.1_Cryp_neof_125_91_V1	Cryptococcus neoformans	Scaffold
Cr_neof_grubii_A1_35_8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/221/985/GCA_002221985.1_Cryp_neof_grubii_A1-35-8_V1	Cryptococcus neoformans	Scaffold
Cr_neof_grubii_A2_102_5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/375/GCA_002222375.1_Cryp_neof_A2_102_5_V1	Cryptococcus neoformans	Scaffold
Cr_neof_grubii_A5_35_17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/215/GCA_002222215.1_Cryp_neof_grubii_A5-35-17_V1	Cryptococcus neoformans	Scaffold
Cr_neof_grubii_AD1_7a	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/445/GCA_002220445.1_Cryp_neof_AD1_7a_V1	Cryptococcus neoformans	Contig
Cr_neof_grubii_AD1_83a	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/765/GCA_002215765.1_Cryp_neof_AD1_83a_V1	Cryptococcus neoformans	Scaffold
