#name	ftp_path	organism	assembly_level
L_don	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/135/GCF_000227135.1_ASM22713v2	Leishmania donovani	Chromosome
L_don_Ld_2001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/395/GCA_000283395.1_ASM28339v1	Leishmania donovani	Contig
L_don_Ld_39	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/305/GCA_000316305.1_ld39_assembly	Leishmania donovani	Contig
L_enr	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/410/755/GCA_000410755.2_Leishmania_enrietti_LEM3045-1.0.2	Leishmania enriettii	Chromosome
L_ger	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/025/GCA_000443025.1_Leishmania_gerbilii_LEM452-1.0.2	Leishmania gerbilli	Scaffold
L_guy	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/369/315/GCA_902369315.1_Lgu	Leishmania guyanensis	Complete Genome
L_infa	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/020/905/GCA_003020905.1_ASM302090v1	Leishmania infantum	Complete Genome
L_infa_JPCM5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/875/GCF_000002875.2_ASM287v2	Leishmania infantum	Chromosome
L_lai	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/664/395/GCA_003664395.1_CDC_Llain_216-34_v1	Leishmania lainsoni	Contig
L_maj_Friedlin	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/725/GCF_000002725.2_ASM272v2	Leishmania major	Complete Genome
L_maj_LV39c5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/345/GCA_000331345.1_Leishmania_major_LV39c5-1.0.1	Leishmania major	Scaffold
L_maj_SD_75_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/250/755/GCA_000250755.2_Leishmania_major_SD_75.1-1.1.1	Leishmania major	Scaffold
L_mex	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/992/435/GCA_003992435.1_ASM399243v1	Leishmania mexicana	Contig
L_mex_MHOM_GT_2001_U1103	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/665/GCF_000234665.1_ASM23466v4	Leishmania mexicana	Chromosome
L_pan	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/165/GCF_000755165.1_ASM75516v1	Leishmania panamensis	Chromosome
L_pan_MHOM_COL_81_L13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/495/GCA_000340495.1_Leishmania_panamensis_L13-1.3.1	Leishmania panamensis	Scaffold
L_peru	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/403/675/GCA_001403675.1_Leishmania_peruviana_PAB-4377_V1	Leishmania peruviana	Chromosome
L_sp_A	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/925/GCA_000981925.2_Ld_v2	Leishmania sp. AIIMS/LM/SS/PKDL/LD-974	Contig
L_sp_M	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/409/445/GCA_000409445.2_Leishmania_MAR_LEM2494-1.0.3	Leishmania sp. MAR LEM2494	Chromosome
L_tar	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/731/335/GCA_009731335.1_Lta_assembly01	Leishmania tarentolae	Contig
L_tro	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/067/545/GCA_003067545.1_MHOM_LB_2017_IK	Leishmania tropica	Scaffold
L_tro_L590	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/410/715/GCA_000410715.1_Leishmania_tropica_L590-2.0.2	Leishmania tropica	Scaffold
L_tur	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/441/995/GCA_000441995.1_Leishmania_turanica_LEM423-1.0.2	Leishmania turanica	Scaffold
N_gad	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/569/095/GCA_000569095.1_NagaB31_1.0	Nannochloropsis gaditana	Chromosome
N_gad_CCMP526	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/725/GCF_000240725.1_ASM24072v1	Nannochloropsis gaditana	Scaffold
N_gran_CCMP529	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/405/GCA_004335405.1_ASM433540v1	Nannochloropsis granulata	Scaffold
N_lim	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/614/225/GCA_001614225.1_ASM161422v1	Nannochloropsis limnetica	Contig
N_oce	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/519/485/GCA_004519485.1_ASM451948v1	Nannochloropsis oceanica	Chromosome
N_oce_CCMP531	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/385/GCA_004335385.1_ASM433538v1	Nannochloropsis oceanica	Scaffold
N_oce_IMET1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/945/GCA_001870945.1_ASM187094v1	Nannochloropsis oceanica	Scaffold
N_oce_OZ_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/614/235/GCA_001614235.1_ASM161423v1	Nannochloropsis oceanica	Contig
N_ocu_CCMP525	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/335/455/GCA_004335455.1_ASM433545v1	Nannochloropsis oculata	Scaffold
Ph_aga	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/435/GCA_001314435.1_NZFS3772v2	Phytophthora agathidicida	Scaffold
Ph_cac	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/287/315/GCA_003287315.1_Pcac_10300_v1	Phytophthora cactorum	Scaffold
Ph_cam	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/045/GCA_000443045.1_PhytoCambi_1.0	Phytophthora cambivora	Scaffold
Ph_cap	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/137/865/GCA_004137865.1_CPV_277	Phytophthora capsici	Scaffold
Ph_cap_LT1534	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/885/GCA_000325885.1_Phytophthora_capsici_LT1534_v11.0	Phytophthora capsici	Contig
Ph_cin	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/365/GCA_001314365.1_MP94-48v2	Phytophthora cinnamomi	Scaffold
Ph_citric	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/655/245/GCA_007655245.1_USDA_Pcit_BL34_1.0	Phytophthora citricola	Contig
Ph_col	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/995/GCA_002288995.1_ASM228899v1	Phytophthora colocasiae	Scaffold
Ph_cry	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/175/GCA_000468175.2_ASM46817v2	Phytophthora cryptogea	Scaffold
Ph_fraga	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/845/GCA_002025845.1_Pf4954	Phytophthora fragariae	Scaffold
Ph_infe	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/535/GCA_001661535.1_ASM166153v1	Phytophthora infestans	Contig
Ph_infe_T30_4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/142/945/GCF_000142945.1_ASM14294v1	Phytophthora infestans	Scaffold
Ph_ker	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/785/725/GCA_000785725.2_NZFS3630v2	Phytophthora kernoviae	Scaffold
Ph_ker_00238_432	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/075/GCA_000333075.2_PhyKer238_432v2	Phytophthora kernoviae	Scaffold
Ph_ker_00629_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/095/GCA_000333095.2_PhyKer629_1v2	Phytophthora kernoviae	Scaffold
Ph_ker_00844_4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/115/GCA_000333115.2_PhyKer844_4v2	Phytophthora kernoviae	Scaffold
Ph_lat	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/333/055/GCA_000333055.2_SMSTG_v2.0	Phytophthora lateralis	Scaffold
Ph_lat_MPF4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/465/GCA_000318465.2_MPF4_v2.0	Phytophthora lateralis	Scaffold
Ph_lat_MPF6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/795/GCA_000338795.2_MPF6_v2.0	Phytophthora lateralis	Scaffold
Ph_lat_SMST21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/815/GCA_000338815.2_SMST21v2.0	Phytophthora lateralis	Scaffold
Ph_lit	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/785/GCA_002812785.1_ASM281278v1	Phytophthora litchii	Scaffold
Ph_meg	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/365/GCA_002215365.1_ASM221536v1	Phytophthora megakarya	Scaffold
Ph_melo	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/553/785/GCA_008553785.1_USDA_Pmel_BL23_1.0	Phytophthora melonis	Contig
Ph_mul	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/345/GCA_001314345.1_NZFS3378v2	Phytophthora multivora	Scaffold
Ph_nic	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/482/985/GCA_001482985.1_ASM148298v1	Phytophthora nicotianae	Scaffold
Ph_palm	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/079/305/GCA_008079305.1_PpalZC01v1	Phytophthora palmivora	Contig
Ph_palm_palmivora	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/911/725/GCA_002911725.1_ASM291172v1	Phytophthora palmivora	Scaffold
Ph_para	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/509/465/GCA_000509465.1_Phyt_para_CJ02B3_V1	Phytophthora parasitica	Scaffold
Ph_para_CJ01A1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/365/545/GCA_000365545.1_Phyt_para_CJ01A1_V1	Phytophthora parasitica	Contig
Ph_para_INRA_310	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/585/GCF_000247585.1_PP_INRA-310_V2	Phytophthora parasitica	Scaffold
Ph_para_P10297	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/145/GCA_000367145.1_Phyt_para_P10297_V1	Phytophthora parasitica	Contig
Ph_para_P1569	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/365/505/GCA_000365505.1_Phyt_para_P1569_V1	Phytophthora parasitica	Contig
Ph_para_P1976	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/365/525/GCA_000365525.1_Phyt_para_P1976_V1	Phytophthora parasitica	Contig
Ph_pin	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/225/GCA_000500225.2_ASM50022v2	Phytophthora pinifolia	Scaffold
Ph_pisi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/751/395/GCA_000751395.2_P._pisi_assembly	Phytophthora pisi	Scaffold
Ph_plur	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/247/145/GCA_002247145.1_Plurivora_assembly_v1.fn	Phytophthora plurivora	Scaffold
Ph_pluv	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/425/GCA_001314425.1_LC9-1v2	Phytophthora pluvialis	Scaffold
Ph_ram	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/735/GCA_000149735.1_ASM14973v1	Phytophthora ramorum	Scaffold
Ph_rubi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/925/GCA_002025925.1_Pr4671	Phytophthora rubi	Scaffold
