Dendrobium	Dendrob_ellipsophyllum	Queries	NC_035340	152026	84931-111234,125723-152026	1-84930	111235-125722
Dendrobium	Dendrob_exile	Queries	NC_035343	151294	84364-110671,124987-151294	1-84363	110672-124986
Dendrobium	Dendrob_falconeri	Queries	NC_035326	151890	84863-111158,125595-151890	1-84862	111159-125594
Dendrobium	Dendrob_fanjingshanense	Queries	NC_035344	152108	84991-111292,125807-152108	1-84990	111293-125806
Dendrobium	Dendrob_fimbriatum	Queries	NC_035342	151673	84764-111054,125383-151673	1-84763	111055-125382
Dendrobium	Dendrob_gratiosissimum	Queries	NC_035327	151829	84891-111180,125540-151829	1-84890	111181-125539
Dendrobium	Dendrob_henryi	Queries	NC_035335	151850	84879-111185,125544-151850	1-84878	111186-125543
Dendrobium	Dendrob_hercoglossum	Queries	NC_035328	151939	84925-111233,125631-151939	1-84924	111234-125630
Dendrobium	Dendrob_huoshanense	Queries	NC_028430	153188	85403-111927,126452-152976	1-85402,152977-153188	111928-126451
Dendrobium	Dendrob_jenkinsii	Queries	NC_035337	151717	84735-111019,125433-151717	1-84734	111020-125432
Dendrobium	Dendrob_loddigesii	Queries	NC_036355	152493	84090-109983,126600-152493	1-84089	109984-126599
Dendrobium	Dendrob_lohohense	Queries	NC_035338	151812	84877-111172,125517-151812	1-84876	111173-125516
Dendrobium	Dendrob_moniliforme	Queries	NC_035154	148778	84868-110850,122796-148778	1-84867	110851-122795
Dendrobium	Dendrob_nobile	Target	NC_029456	153660	84728-111391,126042-152705	1-84727,152706-153660	111392-126041
Dendrobium	Dendrob_officinale	Queries	NC_024019	152221	85110-111407,125924-152221	1-85109	111408-125923
Dendrobium	Dendrob_parciflorum	Queries	NC_035334	150073	83709-109980,123802-150073	1-83708	109981-123801
Dendrobium	Dendrob_parishii	Queries	NC_035339	151689	84704-110998,125395-151689	1-84703	110999-125394
Dendrobium	Dendrob_pendulum	Queries	NC_029705	153038	84608-111006,125607-152005	1-84607,152006-153038	111007-125606
Dendrobium	Dendrob_primulinum	Queries	NC_035321	150767	84443-110617,124593-150767	1-84442	110618-124592
Dendrobium	Dendrob_salaccense	Queries	NC_035332	151104	84274-110535,124843-151104	1-84273	110536-124842
Dendrobium	Dendrob_spatella	Queries	NC_035333	151829	84795-111102,125522-151829	1-84794	111103-125521
Dendrobium	Dendrob_strongylanthum	Queries	NC_027691	153059	85837-112154,126743-153059	1-85836	112155-126742
Dendrobium	Dendrob_wardianum	Queries	NC_035329	151788	84836-111132,125493-151788	1-84835	111133-125492
Dendrobium	Dendrob_wilsonii	Queries	NC_035330	152080	84989-111294,125775-152080	1-84988	111295-125774
Dendrobium	Dendrob_xichouense	Queries	NC_035341	152052	84981-111273,125760-152052	1-84980	111274-125759
Epipactis	Epipa_mairei	Queries	NC_030705	159019	86378-113290,132107-159019	1-86377	113291-132106
Epipactis	Epipa_veratrifolia	Target	NC_030708	159719	87044-113954,132809-159719	1-87043	113955-132808
#Epipogium	Epipo_aphyllum	Target	NC_026449	30650	NONE	NONE	NONE
Epipogium	Epipo_roseum	Queries	NC_026448	19047	8912-9170,18789-19047	9171-18788	1-8911
Gastrochilus	Gastroc_fuscopunctatus	Queries	NC_035830	146183	83126-109081,120228-146183	1-83125	109082-120227
Gastrochilus	Gastroc_japonicus	Target	NC_035833	147697	84696-110611,121782-147697	1-84695	110612-121781
Goodyera	Goo_fumata	Queries	NC_026773	155643	84154-110727,129070-155643	1-84153	110728-129069
Goodyera	Goo_procera	Queries	NC_029363	153240	82033-108433,126840-153240	1-82032	108434-126839
Goodyera	Goo_schlechtendaliana	Target	NC_029364	154348	83216-109756,127808-154348	1-83215	109757-127807
Goodyera	Goo_velutina	Queries	NC_029365	152692	82444-108944,126192-152692	1-82443	108945-126191
Habenaria	Haben_pantlingiana	Queries	NC_026775	153951	83642-110136,127457-153951	1-83641	110137-127456
Habenaria	Haben_radiata	Target	NC_035834	155353	84834-111234,128953-155353	1-84833	111235-128952
Masdevallia	Mas_coccinea	Target	NC_026541	157423	84958-111966,130415-157423	1-84957	111967-130414
Masdevallia	Mas_picturata	Queries	NC_026777	156045	84949-111482,129512-156045	1-84948	111483-129511
Neofinetia	Neof_falcata	Target	NC_036372	146497	83809-109265,121041-146497	1-83808	109266-121040
Neofinetia	Neof_richardsiana	Queries	NC_036373	146498	83810-109266,121042-146498	1-83809	109267-121041
Neottia	Neott_acuminata	Queries	NC_030709	83190	51146-64482,69854-83190	1-51145	64483-69853
Neottia	Neott_camtschatea	Queries	NC_030707	106385	52961-75036,84310-106385	1-52960	75037-84309
Neottia	Neott_fugongensis	Queries	NC_030711	156536	85358-111791,130103-156536	1-85357	111792-130102
Neottia	Neott_listeroides	Queries	NC_030713	110246	45022-72835,82433-110246	1-45021	72836-82432
Neottia	Neott_nidus_avis	Queries	NC_016471	92060	36423-60330,68153-92060	1-36422	60331-68152
Neottia	Neott_ovata	Target	NC_030712	156978	85434-112170,130242-156978	1-85433	112171-130241
Neottia	Neott_pinetorum	Queries	NC_030710	155959	84450-111153,129256-155959	1-84449	111154-129255
Oncidium	Oncid_hybrid_cultivar	Queries	NC_014056	146484	82325-108079,120730-146484	1-82324	108080-120729
Oncidium	Oncid_sphacelatum	Target	NC_028148	147761	83576-109333,122004-147761	1-83575	109334-122003
Paphiopedilum	Paph_armeniacum	Target	NC_026779	162682	91735-125375,129042-162682	1-91734	125376-129041
Paphiopedilum	Paph_dianthum	Queries	NC_036958	154699	86862-119572,121989-154699	1-86861	119573-121988
Paphiopedilum	Paph_niveum	Queries	NC_026776	159108	89959-121936,127131-159108	1-89958	121937-127130
Phalaenopsis	Phalae_aphrodite_subsp_formosana	Queries	NC_007499	148964	85958-111689,123233-148964	1-85957	111690-123232
Phalaenopsis	Phalae_equestris	Target	NC_017609	148959	85968-111813,123114-148959	1-85967	111814-123113
Phalaenopsis	Phalae_hybrid_cultivar	Queries	NC_025593	148918	85886-111640,123164-148918	1-85885	111641-123163
Sobralia	Sob_aff_bouchei_HTK_2015	Queries	NC_028209	161543	88685-115696,134532-161543	1-88684	115697-134531
Sobralia	Sob_callosa	Target	NC_028147	161430	88667-115651,134446-161430	1-88666	115652-134445
Vanilla	Van_aphylla	Queries	NC_035320	150165	87380-117707,119838-150165	1-87379	117708-119837
Vanilla	Van_planifolia	Target	NC_026778	148011	86359-116166,118204-148011	1-86358	116167-118203
Vanilla	Van_pompona	Queries	NC_036809	148009	86359-116165,118203-148009	1-86358	116166-118202
Ambrosia	Amb_artemisiifolia	Target	NC_035875	152215	84400-109328,127287-152215	1-84399	109329-127286
Ambrosia	Amb_trifida	Queries	NC_036810	152040	83967-109056,126951-152040	1-83966	109057-126950
Artemisia	Arte_annua	Target	NC_034683	150952	82773-107728,125997-150952	1-82772	107729-125996
Artemisia	Arte_argyi	Queries	NC_030785	151192	82931-107889,126234-151192	1-82930	107890-126233
Artemisia	Arte_capillaris	Queries	NC_031400	151056	82822-107784,126094-151056	1-82821	107785-126093
Artemisia	Arte_frigida	Queries	NC_020607	151076	82741-107712,126105-151076	1-82740	107713-126104
Artemisia	Arte_gmelinii	Queries	NC_031399	151318	83062-108022,126358-151318	1-83061	108023-126357
Artemisia	Arte_montana	Queries	NC_025910	151130	82874-107832,126172-151130	1-82873	107833-126171
Aster	Aster_altaicus	Queries	NC_034996	152446	84241-109245,127442-152446	1-84240	109246-127441
Aster	Aster_spathulifolius	Target	NC_027434	149510	82000-106750,124723-149510	1-81999	106751-124722
Atractylodes	Atra_chinensis	Queries	NC_037484	153258	84284-109430,128112-153258	1-84283	109431-128111
Atractylodes	Atra_lancea	Target	NC_037483	153201	84251-109397,128055-153201	1-84250	109398-128054
Baccharis	Bac_genistelloides	Target	NC_034852	153239	84925-109930,128234-153239	1-84924	109931-128233
Baccharis	Bac_tricuneata	Queries	NC_034868	152360	84029-109049,127340-152360	1-84028	109050-127339
Chrysanthemum	Chrysa_boreale	Queries	NC_037388	151012	82818-107774,126056-151012	1-82817	107775-126055
Chrysanthemum	Chrysa_indicum	Queries	NC_020320	150972	82732-107688,126008-150964	1-82731,150965-150972	107689-126007
Chrysanthemum	Chrysa_x_morifolium	Target	NC_020092	151033	82781-107733,126081-151033	1-82780	107734-126080
Cirsium	Cir_arvense	Target	NC_036965	152855	83860-109041,127674-152855	1-83859	109042-127673
Cirsium	Cir_eriophorum	Queries	NC_036966	152557	83487-108662,127382-152557	1-83486	108663-127381
Cirsium	Cir_vulgare	Queries	NC_036967	152567	83739-108814,127492-152567	1-83738	108815-127491
Cynara	Cynara_baetica	Queries	NC_028005	152548	83600-108754,127394-152548	1-83599	108755-127393
Cynara	Cynara_cornigera	Queries	NC_028006	152550	83581-108735,127396-152550	1-83580	108736-127395
Cynara	Cynara_humilis	Target	NC_027113	152585	83623-108778,127430-152585	1-83622	108779-127429
Dendrosenecio	Dendros_battiscombei	Queries	NC_036833	150556	83411-108102,125865-150556	1-83410	108103-125864
Dendrosenecio	Dendros_brassiciformis	Queries	NC_037960	150551	83425-108114,125862-150551	1-83424	108115-125861
Dendrosenecio	Dendros_cheranganiensis	Target	NC_037956	150606	83457-108148,125915-150606	1-83456	108149-125914
Dendrosenecio	Dendros_johnstonii	Queries	NC_037959	150607	83470-108161,125916-150607	1-83469	108162-125915
Dendrosenecio	Dendros_keniensis	Queries	NC_036832	150548	83404-108090,125862-150548	1-83403	108091-125861
Dendrosenecio	Dendros_keniodendron	Queries	NC_036831	150555	83419-108109,125865-150555	1-83418	108110-125864
Dendrosenecio	Dendros_kilimanjari	Queries	NC_037957	150593	83456-108147,125902-150593	1-83455	108148-125901
Dendrosenecio	Dendros_meruensis	Queries	NC_037958	150587	83449-108140,125896-150587	1-83448	108141-125895
Diplostephium	Diplo_alveolatum	Queries	NC_034847	152265	84004-108999,127270-152265	1-84003	109000-127269
Diplostephium	Diplo_antioquense	Queries	NC_034876	152027	83806-108803,127030-152027	1-83805	108804-127029
Diplostephium	Diplo_apiculatum	Queries	NC_034902	152277	84014-109009,127282-152277	1-84013	109010-127281
Diplostephium	Diplo_azureum	Queries	NC_034882	152124	83942-108959,127107-152124	1-83941	108960-127106
Diplostephium	Diplo_barclayanum	Queries	NC_034853	151974	83775-108788,126961-151974	1-83774	108789-126960
Diplostephium	Diplo_cajamarquillense	Queries	NC_034872	152070	83859-108847,127082-152070	1-83858	108848-127081
Diplostephium	Diplo_callilepis	Queries	NC_034856	152110	83838-108857,127091-152110	1-83837	108858-127090
Diplostephium	Diplo_camargoanum	Queries	NC_034897	152249	84016-109012,127253-152249	1-84015	109013-127252
Diplostephium	Diplo_cayambense	Queries	NC_034886	151206	82988-107984,126210-151206	1-82987	107985-126209
Diplostephium	Diplo_cinerascens	Queries	NC_034850	152169	83946-108942,127173-152169	1-83945	108943-127172
Diplostephium	Diplo_cinereum	Queries	NC_034869	152554	84261-109281,127534-152554	1-84260	109282-127533
Diplostephium	Diplo_colombianum	Queries	NC_034861	152314	84072-109091,127295-152314	1-84071	109092-127294
Diplostephium	Diplo_coriaceum	Queries	NC_034899	152290	84040-109048,127282-152290	1-84039	109049-127281
Diplostephium	Diplo_costaricense	Queries	NC_034879	152048	83787-108782,127053-152048	1-83786	108783-127052
Diplostephium	Diplo_crypteriophyllum	Queries	NC_034881	151665	83472-108490,126647-151665	1-83471	108491-126646
Diplostephium	Diplo_empetrifolium	Queries	NC_034891	152461	84135-109161,127435-152461	1-84134	109162-127434
Diplostephium	Diplo_ericoides	Queries	NC_034870	151982	83849-108862,126969-151982	1-83848	108863-126968
Diplostephium	Diplo_eriophorum	Queries	NC_034874	151802	83547-108560,126789-151802	1-83546	108561-126788
Diplostephium	Diplo_espinosae	Queries	NC_034880	152091	83948-108965,127074-152091	1-83947	108966-127073
Diplostephium	Diplo_floribundum	Queries	NC_034857	151768	83557-108553,126772-151768	1-83556	108554-126771
Diplostephium	Diplo_foliosissimum	Queries	NC_034883	152260	84047-109040,127267-152260	1-84046	109041-127266
Diplostephium	Diplo_frontinense	Queries	NC_034893	152365	84105-109123,127347-152365	1-84104	109124-127346
Diplostephium	Diplo_glandulosum	Queries	NC_034854	151400	83189-108177,126412-151400	1-83188	108178-126411
Diplostephium	Diplo_glutinosum	Queries	NC_034875	152229	83955-108975,127209-152229	1-83954	108976-127208
Diplostephium	Diplo_gnidioides	Queries	NC_034867	152144	83857-108876,127125-152144	1-83856	108877-127124
Diplostephium	Diplo_goodspeedii	Queries	NC_034901	152006	83726-108745,126987-152006	1-83725	108746-126986
Diplostephium	Diplo_gynoxyoides	Queries	NC_034862	151662	83388-108401,126649-151662	1-83387	108402-126648
Diplostephium	Diplo_haenkei	Queries	NC_034871	152292	83959-108977,127274-152292	1-83958	108978-127273
Diplostephium	Diplo_hartwegii	Queries	NC_034832	151994	83830-108847,126977-151994	1-83829	108848-126976
Diplostephium	Diplo_heterophyllum	Queries	NC_034896	152223	83970-108965,127228-152223	1-83969	108966-127227
Diplostephium	Diplo_hippophae	Queries	NC_034831	152197	83939-108945,127191-152197	1-83938	108946-127190
Diplostephium	Diplo_huertasii	Queries	NC_034812	151684	83444-108446,126682-151684	1-83443	108447-126681
Diplostephium	Diplo_inesianum	Queries	NC_034895	152328	84004-109024,127308-152328	1-84003	109025-127307
Diplostephium	Diplo_jaramilloi	Queries	NC_034894	151879	83632-108634,126877-151879	1-83631	108635-126876
Diplostephium	Diplo_jelskii	Queries	NC_034811	152142	83939-108927,127154-152142	1-83938	108928-127153
Diplostephium	Diplo_jenesanum	Queries	NC_034829	150924	82698-107694,125928-150924	1-82697	107695-125927
Diplostephium	Diplo_juajibioyi	Queries	NC_034822	152282	84004-109008,127278-152282	1-84003	109009-127277
Diplostephium	Diplo_juniperinum	Queries	NC_034813	152454	84114-109140,127428-152454	1-84113	109141-127427
Diplostephium	Diplo_lacunosum	Queries	NC_034878	152247	84033-109029,127251-152247	1-84032	109030-127250
Diplostephium	Diplo_lechleri	Queries	NC_034816	152067	83767-108786,127048-152067	1-83766	108787-127047
Diplostephium	Diplo_meyenii	Queries	NC_034824	152537	84214-109241,127510-152537	1-84213	109242-127509
Diplostephium	Diplo_mutiscuanum	Queries	NC_034827	152282	84049-109045,127286-152282	1-84048	109046-127285
Diplostephium	Diplo_oblanceolatum	Queries	NC_034830	151895	83677-108665,126907-151895	1-83676	108666-126906
Diplostephium	Diplo_oblongifolium	Queries	NC_034818	152282	84043-109039,127286-152282	1-84042	109040-127285
Diplostephium	Diplo_obtusum	Queries	NC_034814	152179	83980-108966,127193-152179	1-83979	108967-127192
Diplostephium	Diplo_ochraceum	Queries	NC_034903	151555	83339-108335,126559-151555	1-83338	108336-126558
Diplostephium	Diplo_oxapampanum	Queries	NC_034815	151637	83353-108372,126618-151637	1-83352	108373-126617
Diplostephium	Diplo_phylicoides	Queries	NC_034873	152172	83957-108953,127176-152172	1-83956	108954-127175
Diplostephium	Diplo_pulchrum	Queries	NC_034810	152236	83944-108963,127217-152236	1-83943	108964-127216
Diplostephium	Diplo_revolutum	Queries	NC_034863	151823	83610-108606,126827-151823	1-83609	108607-126826
Diplostephium	Diplo_rhododendroides	Queries	NC_034820	152289	84103-109090,127302-152289	1-84102	109091-127301
Diplostephium	Diplo_rhomboidale	Queries	NC_034859	152186	83966-108962,127190-152186	1-83965	108963-127189
Diplostephium	Diplo_romeroi	Queries	NC_034885	152275	84005-109031,127249-152275	1-84004	109032-127248
Diplostephium	Diplo_rosmarinifolium	Queries	NC_034900	152216	83999-108995,127220-152216	1-83998	108996-127219
Diplostephium	Diplo_rupestre	Target	NC_034865	152027	83737-108751,127013-152027	1-83736	108752-127012
Diplostephium	Diplo_sagasteguii	Queries	NC_034828	152214	84021-109039,127196-152214	1-84020	109040-127195
Diplostephium	Diplo_schultzii	Queries	NC_034892	152252	83992-108987,127257-152252	1-83991	108988-127256
Diplostephium	Diplo_serratifolium	Queries	NC_034826	152060	83904-108931,127033-152060	1-83903	108932-127032
Diplostephium	Diplo_spinulosum	Queries	NC_034823	152155	83960-108978,127137-152155	1-83959	108979-127136
Diplostephium	Diplo_tachirense	Queries	NC_034825	152197	83968-108970,127195-152197	1-83967	108971-127194
Diplostephium	Diplo_tenuifolium	Queries	NC_034860	151911	83695-108691,126915-151911	1-83694	108692-126914
Diplostephium	Diplo_venezuelense	Queries	NC_034887	152173	83956-108951,127178-152173	1-83955	108952-127177
Diplostephium	Diplo_violaceum	Queries	NC_034817	151387	83124-108120,126391-151387	1-83123	108121-126390
Echinacea	Echina_angustifolia	Queries	NC_034324	151935	83616-108696,126855-151935	1-83615	108697-126854
Echinacea	Echina_atrorubens	Target	NC_034323	151912	83637-108707,126846-151912	1-83636	108708-126845
Echinacea	Echina_laevigata	Queries	NC_034322	151886	83605-108673,126818-151886	1-83604	108674-126817
Echinacea	Echina_pallida	Queries	NC_034321	151883	83599-108671,126811-151883	1-83598	108672-126810
Echinacea	Echina_paradoxa	Queries	NC_034320	151837	83640-108704,126773-151837	1-83639	108705-126772
Echinacea	Echina_purpurea	Queries	NC_034327	151913	83603-108672,126844-151913	1-83602	108673-126843
Echinacea	Echina_sanguinea	Queries	NC_034328	151926	83634-108705,126855-151926	1-83633	108706-126854
Echinacea	Echina_speciosa	Queries	NC_034325	151860	83510-108616,126780-151860	1-83509	108617-126779
Echinacea	Echina_tennesseensis	Queries	NC_034326	151877	83574-108647,126804-151877	1-83573	108648-126803
Helianthus	Helia_annuus	Target	NC_007977	151104	83531-108163,126472-151104	1-83530	108164-126471
Helianthus	Helia_argophyllus	Queries	NC_030275	151069	83541-108166,126445-151069	1-83540	108167-126444
Helianthus	Helia_debilis	Queries	NC_030173	151117	83801-108326,126625-151117	1-83800	108327-126624
Helianthus	Helia_decapetalus	Queries	NC_023110	151048	83590-108184,126454-151048	1-83589	108185-126453
